             t,          Mass,      FuelMass,       Aileron,      Elevator,        Rudder,        Throttle,         alpha,          beta,             V,             u,             v,             w,             p,             q,             r,           Phi,         Theta,           Psi,         Gamma,             h,             T,             x,             y,             z,         Power,      PowerMax,           rpm
+2.2840000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990460e+000, +0.0000000000e+000, +5.4999998736e+001, +5.4960400683e+001, +0.0000000000e+000, +2.0866762803e+000, +0.0000000000e+000, +5.9366506626e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974411e+000, +0.0000000000e+000, -1.6055373184e-006, +2.9999999922e+003, +6.5066180435e+002, +1.2567499610e+003, +0.0000000000e+000, -2.9999999922e+003, +4.426350023672e+001, +8.389892821609e+001, +5.1109252716e+263
+2.2850000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990460e+000, +0.0000000000e+000, +5.4999998737e+001, +5.4960400684e+001, +0.0000000000e+000, +2.0866762803e+000, +0.0000000000e+000, +5.9645221835e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974417e+000, +0.0000000000e+000, -1.6049212255e-006, +2.9999999921e+003, +6.5066180435e+002, +1.2572999610e+003, +0.0000000000e+000, -2.9999999921e+003, +4.426350023679e+001, +8.389892821625e+001, +5.1109252716e+263
+2.2860000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990460e+000, +0.0000000000e+000, +5.4999998738e+001, +5.4960400684e+001, +0.0000000000e+000, +2.0866762803e+000, +0.0000000000e+000, +5.9923595629e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974423e+000, +0.0000000000e+000, -1.6043023780e-006, +2.9999999921e+003, +6.5066180435e+002, +1.2578499610e+003, +0.0000000000e+000, -2.9999999921e+003, +4.426350023686e+001, +8.389892821641e+001, +5.1109252716e+263
+2.2870000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990460e+000, +0.0000000000e+000, +5.4999998739e+001, +5.4960400685e+001, +0.0000000000e+000, +2.0866762803e+000, +0.0000000000e+000, +6.0201626473e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974429e+000, +0.0000000000e+000, -1.6036807799e-006, +2.9999999921e+003, +6.5066180435e+002, +1.2583999610e+003, +0.0000000000e+000, -2.9999999921e+003, +4.426350023693e+001, +8.389892821657e+001, +5.1109252716e+263
+2.2880000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990459e+000, +0.0000000000e+000, +5.4999998740e+001, +5.4960400686e+001, +0.0000000000e+000, +2.0866762803e+000, +0.0000000000e+000, +6.0479313159e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974435e+000, +0.0000000000e+000, -1.6030564341e-006, +2.9999999921e+003, +6.5066180435e+002, +1.2589499610e+003, +0.0000000000e+000, -2.9999999921e+003, +4.426350023700e+001, +8.389892821673e+001, +5.1109252716e+263
+2.2890000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990459e+000, +0.0000000000e+000, +5.4999998741e+001, +5.4960400687e+001, +0.0000000000e+000, +2.0866762803e+000, +0.0000000000e+000, +6.0756654456e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974441e+000, +0.0000000000e+000, -1.6024293442e-006, +2.9999999921e+003, +6.5066180435e+002, +1.2594999610e+003, +0.0000000000e+000, -2.9999999921e+003, +4.426350023707e+001, +8.389892821689e+001, +5.1109252716e+263
+2.2900000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990459e+000, +0.0000000000e+000, +5.4999998742e+001, +5.4960400688e+001, +0.0000000000e+000, +2.0866762803e+000, +0.0000000000e+000, +6.1033649008e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974447e+000, +0.0000000000e+000, -1.6017995139e-006, +2.9999999921e+003, +6.5066180435e+002, +1.2600499609e+003, +0.0000000000e+000, -2.9999999921e+003, +4.426350023714e+001, +8.389892821705e+001, +5.1109252716e+263
+2.2910000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990459e+000, +0.0000000000e+000, +5.4999998743e+001, +5.4960400689e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.1310295337e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974453e+000, +0.0000000000e+000, -1.6011669468e-006, +2.9999999920e+003, +6.5066180435e+002, +1.2605999609e+003, +0.0000000000e+000, -2.9999999920e+003, +4.426350023721e+001, +8.389892821721e+001, +5.1109252716e+263
+2.2920000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990458e+000, +0.0000000000e+000, +5.4999998744e+001, +5.4960400690e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.1586592350e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974459e+000, +0.0000000000e+000, -1.6005316465e-006, +2.9999999920e+003, +6.5066180435e+002, +1.2611499609e+003, +0.0000000000e+000, -2.9999999920e+003, +4.426350023728e+001, +8.389892821737e+001, +5.1109252716e+263
+2.2930000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990458e+000, +0.0000000000e+000, +5.4999998745e+001, +5.4960400691e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.1862538737e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974465e+000, +0.0000000000e+000, -1.5998936166e-006, +2.9999999920e+003, +6.5066180435e+002, +1.2616999609e+003, +0.0000000000e+000, -2.9999999920e+003, +4.426350023735e+001, +8.389892821753e+001, +5.1109252716e+263
+2.2940000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990458e+000, +0.0000000000e+000, +5.4999998745e+001, +5.4960400692e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.2138133003e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974472e+000, +0.0000000000e+000, -1.5992528609e-006, +2.9999999920e+003, +6.5066180436e+002, +1.2622499609e+003, +0.0000000000e+000, -2.9999999920e+003, +4.426350023742e+001, +8.389892821769e+001, +5.1109252716e+263
+2.2950000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990458e+000, +0.0000000000e+000, +5.4999998746e+001, +5.4960400693e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.2413374104e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974478e+000, +0.0000000000e+000, -1.5986093821e-006, +2.9999999920e+003, +6.5066180436e+002, +1.2627999609e+003, +0.0000000000e+000, -2.9999999920e+003, +4.426350023749e+001, +8.389892821785e+001, +5.1109252716e+263
+2.2960000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990457e+000, +0.0000000000e+000, +5.4999998747e+001, +5.4960400694e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.2688260621e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974484e+000, +0.0000000000e+000, -1.5979631849e-006, +2.9999999920e+003, +6.5066180436e+002, +1.2633499609e+003, +0.0000000000e+000, -2.9999999920e+003, +4.426350023756e+001, +8.389892821801e+001, +5.1109252716e+263
+2.2970000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990457e+000, +0.0000000000e+000, +5.4999998748e+001, +5.4960400695e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.2962791346e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974490e+000, +0.0000000000e+000, -1.5973142724e-006, +2.9999999920e+003, +6.5066180436e+002, +1.2638999609e+003, +0.0000000000e+000, -2.9999999920e+003, +4.426350023763e+001, +8.389892821817e+001, +5.1109252716e+263
+2.2980000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990457e+000, +0.0000000000e+000, +5.4999998749e+001, +5.4960400695e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.3236964928e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974497e+000, +0.0000000000e+000, -1.5966626485e-006, +2.9999999919e+003, +6.5066180436e+002, +1.2644499608e+003, +0.0000000000e+000, -2.9999999919e+003, +4.426350023770e+001, +8.389892821833e+001, +5.1109252716e+263
+2.2990000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990457e+000, +0.0000000000e+000, +5.4999998750e+001, +5.4960400696e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.3510780191e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974503e+000, +0.0000000000e+000, -1.5960083166e-006, +2.9999999919e+003, +6.5066180436e+002, +1.2649999608e+003, +0.0000000000e+000, -2.9999999919e+003, +4.426350023777e+001, +8.389892821848e+001, +5.1109252716e+263
+2.3000000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990456e+000, +0.0000000000e+000, +5.4999998751e+001, +5.4960400697e+001, +0.0000000000e+000, +2.0866762804e+000, +0.0000000000e+000, +6.3784235637e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974509e+000, +0.0000000000e+000, -1.5953512808e-006, +2.9999999919e+003, +6.5066180436e+002, +1.2655499608e+003, +0.0000000000e+000, -2.9999999919e+003, +4.426350023784e+001, +8.389892821864e+001, +5.1109252716e+263
+2.3010000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990456e+000, +0.0000000000e+000, +5.4999998752e+001, +5.4960400698e+001, +0.0000000000e+000, +2.0866762805e+000, +0.0000000000e+000, +6.4057330204e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974516e+000, +0.0000000000e+000, -1.5946915441e-006, +2.9999999919e+003, +6.5066180436e+002, +1.2660999608e+003, +0.0000000000e+000, -2.9999999919e+003, +4.426350023791e+001, +8.389892821880e+001, +5.1109252716e+263
+2.3020000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990456e+000, +0.0000000000e+000, +5.4999998753e+001, +5.4960400699e+001, +0.0000000000e+000, +2.0866762805e+000, +0.0000000000e+000, +6.4330062559e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974522e+000, +0.0000000000e+000, -1.5940291112e-006, +2.9999999919e+003, +6.5066180436e+002, +1.2666499608e+003, +0.0000000000e+000, -2.9999999919e+003, +4.426350023798e+001, +8.389892821896e+001, +5.1109252716e+263
+2.3030000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990456e+000, +0.0000000000e+000, +5.4999998754e+001, +5.4960400700e+001, +0.0000000000e+000, +2.0866762805e+000, +0.0000000000e+000, +6.4602431297e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974528e+000, +0.0000000000e+000, -1.5933639852e-006, +2.9999999919e+003, +6.5066180436e+002, +1.2671999608e+003, +0.0000000000e+000, -2.9999999919e+003, +4.426350023805e+001, +8.389892821912e+001, +5.1109252716e+263
+2.3040000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990455e+000, +0.0000000000e+000, +5.4999998755e+001, +5.4960400701e+001, +0.0000000000e+000, +2.0866762805e+000, +0.0000000000e+000, +6.4874435291e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974535e+000, +0.0000000000e+000, -1.5926961699e-006, +2.9999999918e+003, +6.5066180437e+002, +1.2677499608e+003, +0.0000000000e+000, -2.9999999918e+003, +4.426350023812e+001, +8.389892821928e+001, +5.1109252716e+263
+2.3050000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990455e+000, +0.0000000000e+000, +5.4999998755e+001, +5.4960400702e+001, +0.0000000000e+000, +2.0866762805e+000, +0.0000000000e+000, +6.5146073031e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974541e+000, +0.0000000000e+000, -1.5920256693e-006, +2.9999999918e+003, +6.5066180437e+002, +1.2682999608e+003, +0.0000000000e+000, -2.9999999918e+003, +4.426350023819e+001, +8.389892821944e+001, +5.1109252716e+263
+2.3060000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990455e+000, +0.0000000000e+000, +5.4999998756e+001, +5.4960400703e+001, +0.0000000000e+000, +2.0866762805e+000, +0.0000000000e+000, +6.5417343470e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974548e+000, +0.0000000000e+000, -1.5913524865e-006, +2.9999999918e+003, +6.5066180437e+002, +1.2688499607e+003, +0.0000000000e+000, -2.9999999918e+003, +4.426350023826e+001, +8.389892821959e+001, +5.1109252716e+263
+2.3070000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990455e+000, +0.0000000000e+000, +5.4999998757e+001, +5.4960400703e+001, +0.0000000000e+000, +2.0866762805e+000, +0.0000000000e+000, +6.5688245255e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974554e+000, +0.0000000000e+000, -1.5906766258e-006, +2.9999999918e+003, +6.5066180437e+002, +1.2693999607e+003, +0.0000000000e+000, -2.9999999918e+003, +4.426350023833e+001, +8.389892821975e+001, +5.1109252716e+263
+2.3080000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990454e+000, +0.0000000000e+000, +5.4999998758e+001, +5.4960400704e+001, +0.0000000000e+000, +2.0866762805e+000, +0.0000000000e+000, +6.5958777276e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974561e+000, +0.0000000000e+000, -1.5899980911e-006, +2.9999999918e+003, +6.5066180437e+002, +1.2699499607e+003, +0.0000000000e+000, -2.9999999918e+003, +4.426350023840e+001, +8.389892821991e+001, +5.1109252716e+263
+2.3090000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990454e+000, +0.0000000000e+000, +5.4999998759e+001, +5.4960400705e+001, +0.0000000000e+000, +2.0866762805e+000, +0.0000000000e+000, +6.6228938060e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974568e+000, +0.0000000000e+000, -1.5893168862e-006, +2.9999999918e+003, +6.5066180437e+002, +1.2704999607e+003, +0.0000000000e+000, -2.9999999918e+003, +4.426350023847e+001, +8.389892822007e+001, +5.1109252716e+263
+2.3100000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990454e+000, +0.0000000000e+000, +5.4999998760e+001, +5.4960400706e+001, +0.0000000000e+000, +2.0866762806e+000, +0.0000000000e+000, +6.6498726383e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974574e+000, +0.0000000000e+000, -1.5886330147e-006, +2.9999999918e+003, +6.5066180437e+002, +1.2710499607e+003, +0.0000000000e+000, -2.9999999918e+003, +4.426350023854e+001, +8.389892822023e+001, +5.1109252716e+263
+2.3110000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990454e+000, +0.0000000000e+000, +5.4999998761e+001, +5.4960400707e+001, +0.0000000000e+000, +2.0866762806e+000, +0.0000000000e+000, +6.6768140958e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974581e+000, +0.0000000000e+000, -1.5879464805e-006, +2.9999999917e+003, +6.5066180437e+002, +1.2715999607e+003, +0.0000000000e+000, -2.9999999917e+003, +4.426350023861e+001, +8.389892822039e+001, +5.1109252716e+263
+2.3120000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990453e+000, +0.0000000000e+000, +5.4999998762e+001, +5.4960400708e+001, +0.0000000000e+000, +2.0866762806e+000, +0.0000000000e+000, +6.7037180524e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974588e+000, +0.0000000000e+000, -1.5872572871e-006, +2.9999999917e+003, +6.5066180437e+002, +1.2721499607e+003, +0.0000000000e+000, -2.9999999917e+003, +4.426350023868e+001, +8.389892822054e+001, +5.1109252716e+263
+2.3130000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990453e+000, +0.0000000000e+000, +5.4999998763e+001, +5.4960400709e+001, +0.0000000000e+000, +2.0866762806e+000, +0.0000000000e+000, +6.7305843972e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974594e+000, +0.0000000000e+000, -1.5865654388e-006, +2.9999999917e+003, +6.5066180437e+002, +1.2726999607e+003, +0.0000000000e+000, -2.9999999917e+003, +4.426350023875e+001, +8.389892822070e+001, +5.1109252716e+263
+2.3140000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990453e+000, +0.0000000000e+000, +5.4999998763e+001, +5.4960400710e+001, +0.0000000000e+000, +2.0866762806e+000, +0.0000000000e+000, +6.7574129725e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974601e+000, +0.0000000000e+000, -1.5858709393e-006, +2.9999999917e+003, +6.5066180438e+002, +1.2732499606e+003, +0.0000000000e+000, -2.9999999917e+003, +4.426350023882e+001, +8.389892822086e+001, +5.1109252716e+263
+2.3150000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990453e+000, +0.0000000000e+000, +5.4999998764e+001, +5.4960400711e+001, +0.0000000000e+000, +2.0866762806e+000, +0.0000000000e+000, +6.7842036744e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974608e+000, +0.0000000000e+000, -1.5851737927e-006, +2.9999999917e+003, +6.5066180438e+002, +1.2737999606e+003, +0.0000000000e+000, -2.9999999917e+003, +4.426350023889e+001, +8.389892822102e+001, +5.1109252716e+263
+2.3160000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990453e+000, +0.0000000000e+000, +5.4999998765e+001, +5.4960400711e+001, +0.0000000000e+000, +2.0866762806e+000, +0.0000000000e+000, +6.8109563872e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974615e+000, +0.0000000000e+000, -1.5844740021e-006, +2.9999999917e+003, +6.5066180438e+002, +1.2743499606e+003, +0.0000000000e+000, -2.9999999917e+003, +4.426350023896e+001, +8.389892822118e+001, +5.1109252716e+263
+2.3170000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990452e+000, +0.0000000000e+000, +5.4999998766e+001, +5.4960400712e+001, +0.0000000000e+000, +2.0866762806e+000, +0.0000000000e+000, +6.8376709798e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974621e+000, +0.0000000000e+000, -1.5837715722e-006, +2.9999999916e+003, +6.5066180438e+002, +1.2748999606e+003, +0.0000000000e+000, -2.9999999916e+003, +4.426350023903e+001, +8.389892822133e+001, +5.1109252716e+263
+2.3180000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990452e+000, +0.0000000000e+000, +5.4999998767e+001, +5.4960400713e+001, +0.0000000000e+000, +2.0866762806e+000, +0.0000000000e+000, +6.8643473305e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974628e+000, +0.0000000000e+000, -1.5830665069e-006, +2.9999999916e+003, +6.5066180438e+002, +1.2754499606e+003, +0.0000000000e+000, -2.9999999916e+003, +4.426350023910e+001, +8.389892822149e+001, +5.1109252716e+263
