             t,          Mass,      FuelMass,       Aileron,      Elevator,        Rudder,        Throttle,         alpha,          beta,             V,             u,             v,             w,             p,             q,             r,           Phi,         Theta,           Psi,         Gamma,             h,             T,             x,             y,             z,         Power,      PowerMax,           rpm
+2.2390000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990472e+000, +0.0000000000e+000, +5.4999998694e+001, +5.4960400640e+001, +0.0000000000e+000, +2.0866762798e+000, +0.0000000000e+000, +4.6492477370e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974173e+000, +0.0000000000e+000, -1.6303559858e-006, +2.9999999929e+003, +6.5066180430e+002, +1.2319999616e+003, +0.0000000000e+000, -2.9999999929e+003, +4.426350023354e+001, +8.389892820884e+001, +5.1109252716e+263
+2.2400000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990472e+000, +0.0000000000e+000, +5.4999998695e+001, +5.4960400641e+001, +0.0000000000e+000, +2.0866762798e+000, +0.0000000000e+000, +4.6785173758e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974178e+000, +0.0000000000e+000, -1.6298672784e-006, +2.9999999928e+003, +6.5066180430e+002, +1.2325499616e+003, +0.0000000000e+000, -2.9999999928e+003, +4.426350023361e+001, +8.389892820901e+001, +5.1109252716e+263
+2.2410000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990472e+000, +0.0000000000e+000, +5.4999998696e+001, +5.4960400642e+001, +0.0000000000e+000, +2.0866762798e+000, +0.0000000000e+000, +4.7077589615e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974182e+000, +0.0000000000e+000, -1.6293756714e-006, +2.9999999928e+003, +6.5066180430e+002, +1.2330999616e+003, +0.0000000000e+000, -2.9999999928e+003, +4.426350023368e+001, +8.389892820917e+001, +5.1109252716e+263
+2.2420000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990471e+000, +0.0000000000e+000, +5.4999998697e+001, +5.4960400643e+001, +0.0000000000e+000, +2.0866762798e+000, +0.0000000000e+000, +4.7369723477e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974187e+000, +0.0000000000e+000, -1.6288811684e-006, +2.9999999928e+003, +6.5066180430e+002, +1.2336499616e+003, +0.0000000000e+000, -2.9999999928e+003, +4.426350023375e+001, +8.389892820933e+001, +5.1109252716e+263
+2.2430000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990471e+000, +0.0000000000e+000, +5.4999998698e+001, +5.4960400644e+001, +0.0000000000e+000, +2.0866762798e+000, +0.0000000000e+000, +4.7661573822e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974192e+000, +0.0000000000e+000, -1.6283837721e-006, +2.9999999928e+003, +6.5066180430e+002, +1.2341999615e+003, +0.0000000000e+000, -2.9999999928e+003, +4.426350023382e+001, +8.389892820949e+001, +5.1109252716e+263
+2.2440000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990471e+000, +0.0000000000e+000, +5.4999998699e+001, +5.4960400645e+001, +0.0000000000e+000, +2.0866762798e+000, +0.0000000000e+000, +4.7953139379e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974197e+000, +0.0000000000e+000, -1.6278834856e-006, +2.9999999928e+003, +6.5066180430e+002, +1.2347499615e+003, +0.0000000000e+000, -2.9999999928e+003, +4.426350023389e+001, +8.389892820966e+001, +5.1109252716e+263
+2.2450000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990470e+000, +0.0000000000e+000, +5.4999998699e+001, +5.4960400646e+001, +0.0000000000e+000, +2.0866762798e+000, +0.0000000000e+000, +4.8244418563e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974201e+000, +0.0000000000e+000, -1.6273803117e-006, +2.9999999928e+003, +6.5066180430e+002, +1.2352999615e+003, +0.0000000000e+000, -2.9999999928e+003, +4.426350023396e+001, +8.389892820982e+001, +5.1109252716e+263
+2.2460000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990470e+000, +0.0000000000e+000, +5.4999998700e+001, +5.4960400647e+001, +0.0000000000e+000, +2.0866762799e+000, +0.0000000000e+000, +4.8535410209e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974206e+000, +0.0000000000e+000, -1.6268742525e-006, +2.9999999927e+003, +6.5066180431e+002, +1.2358499615e+003, +0.0000000000e+000, -2.9999999927e+003, +4.426350023404e+001, +8.389892820998e+001, +5.1109252716e+263
+2.2470000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990470e+000, +0.0000000000e+000, +5.4999998701e+001, +5.4960400648e+001, +0.0000000000e+000, +2.0866762799e+000, +0.0000000000e+000, +4.8826113008e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974211e+000, +0.0000000000e+000, -1.6263653120e-006, +2.9999999927e+003, +6.5066180431e+002, +1.2363999615e+003, +0.0000000000e+000, -2.9999999927e+003, +4.426350023411e+001, +8.389892821014e+001, +5.1109252716e+263
+2.2480000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990470e+000, +0.0000000000e+000, +5.4999998702e+001, +5.4960400649e+001, +0.0000000000e+000, +2.0866762799e+000, +0.0000000000e+000, +4.9116525555e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974216e+000, +0.0000000000e+000, -1.6258534929e-006, +2.9999999927e+003, +6.5066180431e+002, +1.2369499615e+003, +0.0000000000e+000, -2.9999999927e+003, +4.426350023418e+001, +8.389892821030e+001, +5.1109252716e+263
+2.2490000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990469e+000, +0.0000000000e+000, +5.4999998703e+001, +5.4960400650e+001, +0.0000000000e+000, +2.0866762799e+000, +0.0000000000e+000, +4.9406646344e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974221e+000, +0.0000000000e+000, -1.6253387984e-006, +2.9999999927e+003, +6.5066180431e+002, +1.2374999615e+003, +0.0000000000e+000, -2.9999999927e+003, +4.426350023425e+001, +8.389892821046e+001, +5.1109252716e+263
+2.2500000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990469e+000, +0.0000000000e+000, +5.4999998704e+001, +5.4960400651e+001, +0.0000000000e+000, +2.0866762799e+000, +0.0000000000e+000, +4.9696474030e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974226e+000, +0.0000000000e+000, -1.6248212314e-006, +2.9999999927e+003, +6.5066180431e+002, +1.2380499615e+003, +0.0000000000e+000, -2.9999999927e+003, +4.426350023432e+001, +8.389892821063e+001, +5.1109252716e+263
+2.2510000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990469e+000, +0.0000000000e+000, +5.4999998705e+001, +5.4960400652e+001, +0.0000000000e+000, +2.0866762799e+000, +0.0000000000e+000, +4.9986007282e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974231e+000, +0.0000000000e+000, -1.6243007947e-006, +2.9999999927e+003, +6.5066180431e+002, +1.2385999614e+003, +0.0000000000e+000, -2.9999999927e+003, +4.426350023439e+001, +8.389892821079e+001, +5.1109252716e+263
+2.2520000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990469e+000, +0.0000000000e+000, +5.4999998706e+001, +5.4960400653e+001, +0.0000000000e+000, +2.0866762799e+000, +0.0000000000e+000, +5.0275244795e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974236e+000, +0.0000000000e+000, -1.6237774914e-006, +2.9999999926e+003, +6.5066180431e+002, +1.2391499614e+003, +0.0000000000e+000, -2.9999999926e+003, +4.426350023446e+001, +8.389892821095e+001, +5.1109252716e+263
+2.2530000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990468e+000, +0.0000000000e+000, +5.4999998707e+001, +5.4960400654e+001, +0.0000000000e+000, +2.0866762799e+000, +0.0000000000e+000, +5.0564185167e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974241e+000, +0.0000000000e+000, -1.6232513249e-006, +2.9999999926e+003, +6.5066180431e+002, +1.2396999614e+003, +0.0000000000e+000, -2.9999999926e+003, +4.426350023453e+001, +8.389892821111e+001, +5.1109252716e+263
+2.2540000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990468e+000, +0.0000000000e+000, +5.4999998708e+001, +5.4960400655e+001, +0.0000000000e+000, +2.0866762799e+000, +0.0000000000e+000, +5.0852827039e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974246e+000, +0.0000000000e+000, -1.6227222984e-006, +2.9999999926e+003, +6.5066180431e+002, +1.2402499614e+003, +0.0000000000e+000, -2.9999999926e+003, +4.426350023460e+001, +8.389892821127e+001, +5.1109252716e+263
+2.2550000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990468e+000, +0.0000000000e+000, +5.4999998709e+001, +5.4960400655e+001, +0.0000000000e+000, +2.0866762800e+000, +0.0000000000e+000, +5.1141168858e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974251e+000, +0.0000000000e+000, -1.6221904149e-006, +2.9999999926e+003, +6.5066180432e+002, +1.2407999614e+003, +0.0000000000e+000, -2.9999999926e+003, +4.426350023467e+001, +8.389892821143e+001, +5.1109252716e+263
+2.2560000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990468e+000, +0.0000000000e+000, +5.4999998710e+001, +5.4960400656e+001, +0.0000000000e+000, +2.0866762800e+000, +0.0000000000e+000, +5.1429209430e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974256e+000, +0.0000000000e+000, -1.6216556771e-006, +2.9999999926e+003, +6.5066180432e+002, +1.2413499614e+003, +0.0000000000e+000, -2.9999999926e+003, +4.426350023475e+001, +8.389892821160e+001, +5.1109252716e+263
+2.2570000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990467e+000, +0.0000000000e+000, +5.4999998711e+001, +5.4960400657e+001, +0.0000000000e+000, +2.0866762800e+000, +0.0000000000e+000, +5.1716947240e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974261e+000, +0.0000000000e+000, -1.6211180882e-006, +2.9999999926e+003, +6.5066180432e+002, +1.2418999614e+003, +0.0000000000e+000, -2.9999999926e+003, +4.426350023482e+001, +8.389892821176e+001, +5.1109252716e+263
+2.2580000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990467e+000, +0.0000000000e+000, +5.4999998712e+001, +5.4960400658e+001, +0.0000000000e+000, +2.0866762800e+000, +0.0000000000e+000, +5.2004381087e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974266e+000, +0.0000000000e+000, -1.6205776516e-006, +2.9999999926e+003, +6.5066180432e+002, +1.2424499614e+003, +0.0000000000e+000, -2.9999999926e+003, +4.426350023489e+001, +8.389892821192e+001, +5.1109252716e+263
+2.2590000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990467e+000, +0.0000000000e+000, +5.4999998713e+001, +5.4960400659e+001, +0.0000000000e+000, +2.0866762800e+000, +0.0000000000e+000, +5.2291509345e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974272e+000, +0.0000000000e+000, -1.6200343709e-006, +2.9999999925e+003, +6.5066180432e+002, +1.2429999613e+003, +0.0000000000e+000, -2.9999999925e+003, +4.426350023496e+001, +8.389892821208e+001, +5.1109252716e+263
+2.2600000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990467e+000, +0.0000000000e+000, +5.4999998714e+001, +5.4960400660e+001, +0.0000000000e+000, +2.0866762800e+000, +0.0000000000e+000, +5.2578330854e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974277e+000, +0.0000000000e+000, -1.6194882484e-006, +2.9999999925e+003, +6.5066180432e+002, +1.2435499613e+003, +0.0000000000e+000, -2.9999999925e+003, +4.426350023503e+001, +8.389892821224e+001, +5.1109252716e+263
+2.2610000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990466e+000, +0.0000000000e+000, +5.4999998715e+001, +5.4960400661e+001, +0.0000000000e+000, +2.0866762800e+000, +0.0000000000e+000, +5.2864844254e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974282e+000, +0.0000000000e+000, -1.6189392876e-006, +2.9999999925e+003, +6.5066180432e+002, +1.2440999613e+003, +0.0000000000e+000, -2.9999999925e+003, +4.426350023510e+001, +8.389892821240e+001, +5.1109252716e+263
+2.2620000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990466e+000, +0.0000000000e+000, +5.4999998716e+001, +5.4960400662e+001, +0.0000000000e+000, +2.0866762800e+000, +0.0000000000e+000, +5.3151048153e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974287e+000, +0.0000000000e+000, -1.6183874910e-006, +2.9999999925e+003, +6.5066180432e+002, +1.2446499613e+003, +0.0000000000e+000, -2.9999999925e+003, +4.426350023517e+001, +8.389892821256e+001, +5.1109252716e+263
+2.2630000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990466e+000, +0.0000000000e+000, +5.4999998717e+001, +5.4960400663e+001, +0.0000000000e+000, +2.0866762800e+000, +0.0000000000e+000, +5.3436941226e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974293e+000, +0.0000000000e+000, -1.6178328631e-006, +2.9999999925e+003, +6.5066180432e+002, +1.2451999613e+003, +0.0000000000e+000, -2.9999999925e+003, +4.426350023524e+001, +8.389892821272e+001, +5.1109252716e+263
+2.2640000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990466e+000, +0.0000000000e+000, +5.4999998718e+001, +5.4960400664e+001, +0.0000000000e+000, +2.0866762801e+000, +0.0000000000e+000, +5.3722522145e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974298e+000, +0.0000000000e+000, -1.6172754064e-006, +2.9999999925e+003, +6.5066180432e+002, +1.2457499613e+003, +0.0000000000e+000, -2.9999999925e+003, +4.426350023531e+001, +8.389892821289e+001, +5.1109252716e+263
+2.2650000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990465e+000, +0.0000000000e+000, +5.4999998719e+001, +5.4960400665e+001, +0.0000000000e+000, +2.0866762801e+000, +0.0000000000e+000, +5.4007789598e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974303e+000, +0.0000000000e+000, -1.6167151242e-006, +2.9999999924e+003, +6.5066180433e+002, +1.2462999613e+003, +0.0000000000e+000, -2.9999999924e+003, +4.426350023538e+001, +8.389892821305e+001, +5.1109252716e+263
+2.2660000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990465e+000, +0.0000000000e+000, +5.4999998720e+001, +5.4960400666e+001, +0.0000000000e+000, +2.0866762801e+000, +0.0000000000e+000, +5.4292741905e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974309e+000, +0.0000000000e+000, -1.6161520203e-006, +2.9999999924e+003, +6.5066180433e+002, +1.2468499612e+003, +0.0000000000e+000, -2.9999999924e+003, +4.426350023545e+001, +8.389892821321e+001, +5.1109252716e+263
+2.2670000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990465e+000, +0.0000000000e+000, +5.4999998720e+001, +5.4960400667e+001, +0.0000000000e+000, +2.0866762801e+000, +0.0000000000e+000, +5.4577377946e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974314e+000, +0.0000000000e+000, -1.6155860970e-006, +2.9999999924e+003, +6.5066180433e+002, +1.2473999612e+003, +0.0000000000e+000, -2.9999999924e+003, +4.426350023553e+001, +8.389892821337e+001, +5.1109252716e+263
+2.2680000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990464e+000, +0.0000000000e+000, +5.4999998721e+001, +5.4960400668e+001, +0.0000000000e+000, +2.0866762801e+000, +0.0000000000e+000, +5.4861696352e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974320e+000, +0.0000000000e+000, -1.6150173581e-006, +2.9999999924e+003, +6.5066180433e+002, +1.2479499612e+003, +0.0000000000e+000, -2.9999999924e+003, +4.426350023560e+001, +8.389892821353e+001, +5.1109252716e+263
+2.2690000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990464e+000, +0.0000000000e+000, +5.4999998722e+001, +5.4960400669e+001, +0.0000000000e+000, +2.0866762801e+000, +0.0000000000e+000, +5.5145695695e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974325e+000, +0.0000000000e+000, -1.6144458069e-006, +2.9999999924e+003, +6.5066180433e+002, +1.2484999612e+003, +0.0000000000e+000, -2.9999999924e+003, +4.426350023567e+001, +8.389892821369e+001, +5.1109252716e+263
+2.2700000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990464e+000, +0.0000000000e+000, +5.4999998723e+001, +5.4960400670e+001, +0.0000000000e+000, +2.0866762801e+000, +0.0000000000e+000, +5.5429374915e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974331e+000, +0.0000000000e+000, -1.6138714460e-006, +2.9999999924e+003, +6.5066180433e+002, +1.2490499612e+003, +0.0000000000e+000, -2.9999999924e+003, +4.426350023574e+001, +8.389892821385e+001, +5.1109252716e+263
+2.2710000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990464e+000, +0.0000000000e+000, +5.4999998724e+001, +5.4960400671e+001, +0.0000000000e+000, +2.0866762801e+000, +0.0000000000e+000, +5.5712732521e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974336e+000, +0.0000000000e+000, -1.6132942796e-006, +2.9999999924e+003, +6.5066180433e+002, +1.2495999612e+003, +0.0000000000e+000, -2.9999999924e+003, +4.426350023581e+001, +8.389892821401e+001, +5.1109252716e+263
+2.2720000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990463e+000, +0.0000000000e+000, +5.4999998725e+001, +5.4960400672e+001, +0.0000000000e+000, +2.0866762801e+000, +0.0000000000e+000, +5.5995767117e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974342e+000, +0.0000000000e+000, -1.6127143110e-006, +2.9999999923e+003, +6.5066180433e+002, +1.2501499612e+003, +0.0000000000e+000, -2.9999999923e+003, +4.426350023588e+001, +8.389892821417e+001, +5.1109252716e+263
+2.2730000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990463e+000, +0.0000000000e+000, +5.4999998726e+001, +5.4960400672e+001, +0.0000000000e+000, +2.0866762802e+000, +0.0000000000e+000, +5.6278477333e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974347e+000, +0.0000000000e+000, -1.6121315428e-006, +2.9999999923e+003, +6.5066180433e+002, +1.2506999612e+003, +0.0000000000e+000, -2.9999999923e+003, +4.426350023595e+001, +8.389892821433e+001, +5.1109252716e+263
+2.2740000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990463e+000, +0.0000000000e+000, +5.4999998727e+001, +5.4960400673e+001, +0.0000000000e+000, +2.0866762802e+000, +0.0000000000e+000, +5.6560862031e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974353e+000, +0.0000000000e+000, -1.6115459788e-006, +2.9999999923e+003, +6.5066180433e+002, +1.2512499611e+003, +0.0000000000e+000, -2.9999999923e+003, +4.426350023602e+001, +8.389892821449e+001, +5.1109252716e+263
+2.2750000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990463e+000, +0.0000000000e+000, +5.4999998728e+001, +5.4960400674e+001, +0.0000000000e+000, +2.0866762802e+000, +0.0000000000e+000, +5.6842919798e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974359e+000, +0.0000000000e+000, -1.6109576227e-006, +2.9999999923e+003, +6.5066180434e+002, +1.2517999611e+003, +0.0000000000e+000, -2.9999999923e+003, +4.426350023609e+001, +8.389892821465e+001, +5.1109252716e+263
+2.2760000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990462e+000, +0.0000000000e+000, +5.4999998729e+001, +5.4960400675e+001, +0.0000000000e+000, +2.0866762802e+000, +0.0000000000e+000, +5.7124649190e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974364e+000, +0.0000000000e+000, -1.6103664774e-006, +2.9999999923e+003, +6.5066180434e+002, +1.2523499611e+003, +0.0000000000e+000, -2.9999999923e+003, +4.426350023616e+001, +8.389892821481e+001, +5.1109252716e+263
+2.2770000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990462e+000, +0.0000000000e+000, +5.4999998730e+001, +5.4960400676e+001, +0.0000000000e+000, +2.0866762802e+000, +0.0000000000e+000, +5.7406048942e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974370e+000, +0.0000000000e+000, -1.6097725463e-006, +2.9999999923e+003, +6.5066180434e+002, +1.2528999611e+003, +0.0000000000e+000, -2.9999999923e+003, +4.426350023623e+001, +8.389892821497e+001, +5.1109252716e+263
+2.2780000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990462e+000, +0.0000000000e+000, +5.4999998731e+001, +5.4960400677e+001, +0.0000000000e+000, +2.0866762802e+000, +0.0000000000e+000, +5.7687117649e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974376e+000, +0.0000000000e+000, -1.6091758332e-006, +2.9999999922e+003, +6.5066180434e+002, +1.2534499611e+003, +0.0000000000e+000, -2.9999999922e+003, +4.426350023630e+001, +8.389892821513e+001, +5.1109252716e+263
+2.2790000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990462e+000, +0.0000000000e+000, +5.4999998732e+001, +5.4960400678e+001, +0.0000000000e+000, +2.0866762802e+000, +0.0000000000e+000, +5.7967854196e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974382e+000, +0.0000000000e+000, -1.6085763414e-006, +2.9999999922e+003, +6.5066180434e+002, +1.2539999611e+003, +0.0000000000e+000, -2.9999999922e+003, +4.426350023637e+001, +8.389892821529e+001, +5.1109252716e+263
+2.2800000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990461e+000, +0.0000000000e+000, +5.4999998733e+001, +5.4960400679e+001, +0.0000000000e+000, +2.0866762802e+000, +0.0000000000e+000, +5.8248257139e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974387e+000, +0.0000000000e+000, -1.6079740738e-006, +2.9999999922e+003, +6.5066180434e+002, +1.2545499611e+003, +0.0000000000e+000, -2.9999999922e+003, +4.426350023644e+001, +8.389892821545e+001, +5.1109252716e+263
+2.2810000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990461e+000, +0.0000000000e+000, +5.4999998734e+001, +5.4960400680e+001, +0.0000000000e+000, +2.0866762802e+000, +0.0000000000e+000, +5.8528325205e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974393e+000, +0.0000000000e+000, -1.6073690345e-006, +2.9999999922e+003, +6.5066180434e+002, +1.2550999611e+003, +0.0000000000e+000, -2.9999999922e+003, +4.426350023651e+001, +8.389892821561e+001, +5.1109252716e+263
+2.2820000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990461e+000, +0.0000000000e+000, +5.4999998734e+001, +5.4960400681e+001, +0.0000000000e+000, +2.0866762803e+000, +0.0000000000e+000, +5.8808056943e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974399e+000, +0.0000000000e+000, -1.6067612266e-006, +2.9999999922e+003, +6.5066180434e+002, +1.2556499610e+003, +0.0000000000e+000, -2.9999999922e+003, +4.426350023658e+001, +8.389892821577e+001, +5.1109252716e+263
+2.2830000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990461e+000, +0.0000000000e+000, +5.4999998735e+001, +5.4960400682e+001, +0.0000000000e+000, +2.0866762803e+000, +0.0000000000e+000, +5.9087451238e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742974405e+000, +0.0000000000e+000, -1.6061506533e-006, +2.9999999922e+003, +6.5066180434e+002, +1.2561999610e+003, +0.0000000000e+000, -2.9999999922e+003, +4.426350023665e+001, +8.389892821593e+001, +5.1109252716e+263
